Date,AMZN Adj Close,AMZN Volume,NFLX Adj Close,NFLX Volume,IBM Adj Close,IBM Volume,SPY Adj Close,SPY Volume
2014-01-29,19.209999084472656,67646000,57.202857971191406,28968100,114.92778778076172,5199561,149.69871520996094,216597300
2014-01-30,20.15049934387207,209478000,57.810001373291016,18379200,115.55320739746094,5076970,151.28553771972656,118938100
2014-01-31,17.934499740600586,323096000,58.47571563720703,23625000,115.1102066040039,5432296,150.3992919921875,194677900
2014-02-03,17.3075008392334,205616000,57.76856994628906,20145300,112.6474380493164,7517393,147.01449584960938,254837100
2014-02-04,17.397499084472656,96258000,57.987144470214844,18066300,112.60836029052734,4549891,148.04428100585938,165012400
2014-02-05,17.322500228881836,88708000,57.77428436279297,16762900,113.5205078125,4929066,147.8585968017578,164230500
2014-02-06,17.72949981689453,66714000,58.272857666015625,12852000,114.4245376586914,4489641,149.8084259033203,132877600
2014-02-07,18.054000854492188,86610000,61.42571258544922,32921000,116.1146011352539,4908773,151.66542053222656,170787200
2014-02-10,18.043500900268555,68994000,61.49142837524414,13812400,116.0426025390625,3703258,151.94393920898438,92218800
2014-02-11,18.089500427246094,64442000,61.99856948852539,13667500,117.71963500976562,4861076,153.60679626464844,117814100
2014-02-12,17.462499618530273,131754000,61.27571487426758,15673000,118.0733871459961,4166218,153.6827850341797,94717700
2014-02-13,17.860000610351562,83500000,62.36428451538086,18700500,119.12151336669922,4688172,154.4761962890625,100542200
2014-02-14,17.86750030517578,70404000,62.21571350097656,11985400,120.33341979980469,4874255,155.3287353515625,96498400
2014-02-18,17.6825008392334,99960000,62.407142639160156,15507800,120.0058822631836,4639219,155.51446533203125,80460900
2014-02-19,17.368999481201172,83362000,61.17571258544922,16031400,119.84867095947266,4886389,154.48468017578125,126524300
2014-02-20,17.489999771118164,69856000,62.13571548461914,11965100,120.70685577392578,5196737,155.39627075195312,104998100
2014-02-21,17.33799934387207,84200000,61.74714279174805,13483400,119.74386596679688,5961468,155.2190399169922,118116400
2014-02-24,17.589000701904297,72894000,63.85714340209961,26043500,120.17620849609375,4806684,156.0799560546875,114063900
2014-02-25,17.916000366210938,74728000,64.71857452392578,18700500,120.03208923339844,4081806,156.02084350585938,117085000
2014-02-26,17.989999771118164,72442000,64.11285400390625,15010100,120.57584381103516,3912772,156.0293426513672,98677200
2014-02-27,18.006500244140625,62098000,64.60428619384766,10304700,121.36849212646484,4003879,156.84814453125,93880800
2014-02-28,18.104999542236328,77640000,63.66143035888672,15751400,121.30294036865234,4882623,157.24481201171875,150842000
2014-03-03,17.98900032043457,55966000,63.65571212768555,13528200,120.70685577392578,4131805,156.1390380859375,167748500
2014-03-04,18.19499969482422,54088000,64.99714660644531,12387900,122.13497161865234,4950718,158.3336639404297,167545900
2014-03-05,18.618499755859375,76966000,64.78571319580078,10868900,122.5934829711914,3645519,158.47720336914062,88376900
2014-03-06,18.607999801635742,58532000,64.35857391357422,11809000,122.92098236083984,3992896,158.84011840820312,82516500
2014-03-07,18.60300064086914,45596000,64.0528564453125,11573800,122.94722747802734,4307219,158.9076385498047,114513500
2014-03-10,18.526500701904297,42116000,62.849998474121094,15439200,122.1021728515625,4802395,158.8232421875,74939200
2014-03-11,18.44099998474121,44922000,62.49714279174805,10448200,122.34455108642578,4424057,158.0382080078125,99009100
2014-03-12,18.531999588012695,44332000,62.36857223510742,12134500,121.9908218383789,5055318,158.08042907714844,104824400
2014-03-13,18.57550048828125,136580000,61.43714141845703,11390400,120.47100830078125,5139207,156.30784606933594,155014300
2014-03-14,18.687000274658203,88044000,60.64142990112305,14989100,119.36389923095703,5742854,155.86898803710938,153919600
2014-03-17,18.75200080871582,46060000,60.388572692871094,10695300,121.72224426269531,5165253,157.27859497070312,98359500
2014-03-18,18.938499450683594,49670000,60.03571319580078,14688100,122.37732696533203,4143520,158.40118408203125,101804600
2014-03-19,18.661500930786133,52934000,60.012855529785156,10531500,121.00160217285156,4522799,157.55712890625,176267300
2014-03-20,18.44849967956543,51170000,60.61000061035156,14494900,123.09136962890625,5295480,158.47720336914062,117241000
2014-03-21,18.0310001373291,108282000,57.99856948852539,26770800,122.28558349609375,13111819,157.8625030517578,163128000
2014-03-24,17.592500686645508,97470000,54.128570556640625,42483700,123.32062530517578,6002471,157.20962524414062,121411000
2014-03-25,17.73550033569336,88914000,52.977142333984375,30356900,127.76869201660156,11414684,157.95574951171875,103852000
2014-03-26,17.170499801635742,82414000,53.182857513427734,27152300,126.18336486816406,7166878,156.81968688964844,119843000
2014-03-27,16.923500061035156,115328000,52.02571487426758,28672000,124.35565948486328,7079014,156.4890594482422,142383000
2014-03-28,16.914499282836914,79736000,51.26714324951172,24699500,124.76184844970703,5433342,157.2605743408203,101642000
2014-03-31,16.818500518798828,85950000,50.290000915527344,22125600,126.09820556640625,8930016,158.5492401123047,99745000
2014-04-01,17.149499893188477,72002000,52.09857177734375,21338800,127.41496276855469,5642229,159.6005096435547,89193000
2014-04-02,17.097999572753906,89510000,51.84000015258789,24194100,126.79264068603516,5150609,160.13462829589844,78774000
2014-04-03,16.680999755859375,127986000,50.66999816894531,21983500,126.22927856445312,4279291,159.9226837158203,77435000
2014-04-04,16.149999618530273,250692000,48.18714141845703,34958000,125.62653350830078,6370035,158.03208923339844,169381000
2014-04-07,15.887999534606934,141548000,48.28571319580078,37351300,127.42808532714844,7050563,156.2855682373047,140803000
2014-04-08,16.353500366210938,131552000,49.8414306640625,25761400,126.62230682373047,5360750,156.92991638183594,112660000
2014-04-09,16.590499877929688,101132000,50.432857513427734,20511400,128.81686401367188,5732185,158.61709594726562,100254000
2014-04-10,15.855500221252441,122534000,47.81856918334961,24871000,128.18795776367188,8805123,155.28518676757812,172959000
2014-04-11,15.58650016784668,145750000,46.672855377197266,30146200,127.86700439453125,5057410,153.8862762451172,167251000
2014-04-14,15.795499801635742,85870000,47.36857223510742,17994200,129.5570831298828,5680931,155.09864807128906,132382000
2014-04-15,15.803999900817871,107972000,46.61000061035156,30799300,129.06578063964844,5597460,156.16688537597656,157093000
2014-04-16,16.18400001525879,85698000,47.34428787231445,16114700,128.65963745117188,8919556,157.80316162109375,105197000
2014-04-17,16.245500564575195,85984000,49.39142990112305,32116000,124.47359466552734,11767082,158.02359008789062,105255000
2014-04-21,16.543500900268555,59988000,49.78428649902344,47892600,125.95408630371094,5669006,158.57460021972656,68329000
2014-04-22,16.465999603271484,74232000,53.271427154541016,64702400,125.87551879882812,4057016,159.2952880859375,85790000
2014-04-23,16.229000091552734,72092000,50.5,40285000,125.60035705566406,4954274,158.92227172851562,73869000
2014-04-24,16.857500076293945,185874000,49.15285873413086,30639000,124.61116790771484,4609827,159.24444580078125,88170000
2014-04-25,15.191499710083008,323604000,46.01142883300781,33071500,124.22464752197266,4049066,157.93885803222656,100380000
2014-04-28,14.829000473022461,289596000,44.887142181396484,47123300,126.52404022216797,5897662,158.4390106201172,135121000
2014-04-29,15.019000053405762,130186000,45.69571304321289,23132900,127.8145751953125,4839110,159.17662048339844,84098000
2014-04-30,15.206500053405762,81772000,46.005714416503906,23618700,128.70547485351562,4400313,159.65138244628906,101508000
2014-05-01,15.394499778747559,86572000,48.07428741455078,37001300,126.77950286865234,3843004,159.6683349609375,93019000
2014-05-02,15.400500297546387,79902000,48.66428756713867,26194700,125.41036224365234,3190195,159.43943786621094,98122000
2014-05-05,15.5024995803833,50398000,49.1971435546875,20330800,125.29247283935547,2324317,159.74461364746094,75883000
2014-05-06,14.869000434875488,93646000,46.59857177734375,22722700,124.4866714477539,3335380,158.35423278808594,85454000
2014-05-07,14.635499954223633,140304000,45.79142761230469,25680900,124.73051452636719,3996766,159.28684997558594,106500000
2014-05-08,14.416000366210938,76964000,45.9514274597168,21168700,124.4735336303711,2543767,159.11727905273438,93618000
2014-05-09,14.612000465393066,81260000,46.93571472167969,17968300,125.24441528320312,2365634,159.3546600341797,83679000
2014-05-12,15.142999649047852,74592000,49.349998474121094,21395500,126.8851318359375,3951160,160.9061279296875,86940000
2014-05-13,15.232000350952148,70198000,49.5914306640625,20832000,126.63475036621094,2329024,161.0502471923828,66454000
2014-05-14,14.880999565124512,66466000,50.26856994628906,19891900,124.34833526611328,5493069,160.2872772216797,72367000
2014-05-15,14.759499549865723,85902000,49.16999816894531,23370200,122.85919189453125,4395501,158.8798828125,154956000
2014-05-16,14.885000228881836,72736000,49.98285675048828,19072200,123.25453186035156,4131177,159.43093872070312,97458000
2014-05-19,14.838000297546387,45684000,52.07143020629883,25393200,123.21501159667969,3421152,160.01593017578125,63839000
2014-05-20,15.059499740600586,81914000,53.0957145690918,28828100,121.82475280761719,3165719,159.00709533691406,111644000
2014-05-21,15.250499725341797,68176000,55.79999923706055,39939900,122.81309509277344,3125448,160.3465576171875,89093000
2014-05-22,15.245499610900879,51536000,55.97142791748047,33222700,122.34527587890625,2320028,160.736572265625,61549000
2014-05-23,15.612000465393066,61058000,57.478572845458984,22122100,122.51658630371094,2680793,161.3809051513672,61092800
2014-05-27,15.541000366210938,97242000,56.97285842895508,26735100,121.75223541259766,5014315,162.37286376953125,72010000
2014-05-28,15.508000373840332,54520000,57.31999969482422,19873700,120.6321029663086,3892794,162.25418090820312,66723000
2014-05-29,15.689000129699707,47310000,59.31428527832031,22844500,121.08013916015625,2886855,163.093505859375,64377000
2014-05-30,15.6274995803833,85204000,59.689998626708984,29248800,121.47553253173828,4833043,163.35629272460938,76316000
2014-06-02,15.442000389099121,44068000,60.29428482055664,20480600,122.35185241699219,3347723,163.5428466796875,64656000
2014-06-03,15.35949993133545,47584000,59.65285873413086,17133200,121.48210144042969,2632887,163.4580841064453,65047000
2014-06-04,15.33899974822998,42142000,60.45857238769531,17432800,121.57435607910156,2486133,163.7887420654297,55529000
2014-06-05,16.178499221801758,155934000,61.19285583496094,18930800,122.54297637939453,2983401,164.85693359375,92103000
2014-06-06,16.48349952697754,104880000,61.4471435546875,15730400,122.7999038696289,3448348,165.64541625976562,78696000
2014-06-09,16.375,64244000,60.441429138183594,16678900,122.70108795166016,2853906,165.8149871826172,65119000
2014-06-10,16.620500564575195,73268000,61.18428421020508,22920100,121.42942810058594,4346025,165.83193969726562,57129000
2014-06-11,16.760000228881836,88736000,61.42856979370117,13745900,120.08523559570312,4248538,165.25540161132812,68772000
2014-06-12,16.295499801635742,85526000,60.349998474121094,15803200,119.40658569335938,4628864,164.08543395996094,106350000
2014-06-13,16.313499450683594,55296000,61.1014289855957,15778700,120.28946685791016,2901186,164.58566284179688,82017000
2014-06-16,16.381000518798828,48996000,61.46571350097656,12506200,120.15113830566406,3719785,164.7213134765625,87424000
2014-06-17,16.2810001373291,58482000,63.378570556640625,28996100,120.09178161621094,2574101,165.17913818359375,84834000
2014-06-18,16.7189998626709,128030000,64.0971450805664,18786600,120.9747085571289,4112663,166.39151000976562,105267000
2014-06-19,16.350000381469727,106412000,63.05571365356445,17308200,120.46080017089844,3714451,166.5780029296875,85929000
2014-06-20,16.209999084472656,121080000,62.88285827636719,13222300,119.62396240234375,11178393,166.91619873046875,100587000
2014-06-23,16.36199951171875,52096000,62.788570404052734,10672900,120.01272583007812,3380358,166.86509704589844,70611000
2014-06-24,16.20800018310547,52532000,62.33714294433594,20367200,119.18254089355469,4053668,165.85989379882812,96237000
2014-06-25,16.371999740600586,46556000,63.45857238769531,15752100,119.07706451416016,2889889,166.60951232910156,82782000
2014-06-26,16.284500122070312,53990000,62.801429748535156,14237300,118.84648132324219,3408391,166.49029541015625,84312000
2014-06-27,16.228500366210938,48324000,63.1542854309082,15587600,119.72941589355469,4785973,166.81398010253906,71445100
2014-06-30,16.23900032043457,53426000,62.94285583496094,10588900,119.43954467773438,4418095,166.72879028320312,70201200
2014-07-01,16.61949920654297,63472000,67.5857162475586,37995300,122.78672790527344,6948683,167.84474182128906,90470000
2014-07-02,16.642499923706055,53626000,66.67713928222656,17309600,124.13088989257812,5327278,168.01515197753906,52475000
2014-07-03,16.874500274658203,38886000,67.47856903076172,11359600,124.22310638427734,2533830,168.84141540527344,52938800
2014-07-07,16.677499771118164,42578000,65.8028564453125,18296600,123.90026092529297,3094800,168.25364685058594,61696000
2014-07-08,16.190500259399414,85432000,63.57857131958008,26182800,123.35995483398438,3279315,167.17176818847656,108143000
2014-07-09,16.49850082397461,63322000,63.28571319580078,21011200,124.1506576538086,3461842,167.9214324951172,72992000
2014-07-10,16.395999908447266,53300000,62.650001525878906,24388700,123.67622375488281,3323979,167.25692749023438,99040000
2014-07-11,17.309999465942383,166016000,62.8514289855957,14219100,123.87388610839844,2513015,167.48696899414062,64243000
2014-07-14,17.766000747680664,112198000,64.65428924560547,17433500,125.09947204589844,4708151,168.33033752441406,58658000
2014-07-15,17.722000122070312,83418000,64.15571594238281,13505800,124.19678497314453,5088476,168.01515197753906,111307000
2014-07-16,17.795000076293945,70072000,63.49142837524414,13438600,126.74677276611328,8171980,168.636962890625,79986400
2014-07-17,17.622499465942383,72720000,62.76571273803711,13266400,126.8323745727539,9280426,166.72030639648438,145398000
2014-07-18,17.933000564575195,68148000,63.452857971191406,11760700,126.83899688720703,8542054,168.42401123046875,124330000
2014-07-21,17.988000869750977,45568000,64.56428527832031,34671000,125.75181579589844,4345502,168.10877990722656,67592000
2014-07-22,18.04199981689453,57778000,61.584285736083984,57174600,127.88663482666016,5076238,168.84141540527344,67678000
2014-07-23,17.906999588012695,53746000,61.128570556640625,17267600,127.58353424072266,3749073,169.2162628173828,65612000
2014-07-24,17.930500030517578,141774000,60.76856994628906,18621400,128.64439392089844,3778884,169.22476196289062,56888000
2014-07-25,16.20050048828125,356930000,60.26571273803711,11610200,128.09088134765625,3531714,168.4324951171875,76837000
2014-07-28,16.02050018310547,118640000,60.665714263916016,11960900,129.00021362304688,3391550,168.50067138671875,69259000
2014-07-29,16.0,57676000,60.611427307128906,9282000,128.2029266357422,3414249,167.77662658691406,80466000
2014-07-30,16.125499725341797,79380000,62.051429748535156,15263500,127.82733154296875,4125215,167.8021697998047,104222000
2014-07-31,15.649499893188477,103840000,60.388572692871094,13820100,126.29208374023438,4401045,164.4883270263672,183479000
2014-08-01,15.352999687194824,148830000,60.771427154541016,18947600,124.63168334960938,5419431,163.9857635498047,189261000
2014-08-04,15.682499885559082,84018000,60.38571548461914,10686900,124.95448303222656,2223691,165.16981506347656,91340000
2014-08-05,15.616000175476074,57042000,60.407142639160156,10653300,123.28092193603516,3460063,163.56837463378906,152690000
2014-08-06,15.694499969482422,45938000,61.47142791748047,15835400,123.26105499267578,4023962,163.6195068359375,94818000
2014-08-07,15.572500228881836,58712000,64.23857116699219,27313300,122.1541748046875,2833196,162.7334747314453,135733000
2014-08-08,15.84000015258789,54118000,63.69285583496094,15495200,123.69847106933594,2909449,164.6160888671875,117014000
2014-08-11,15.916500091552734,49372000,64.5057144165039,13246800,124.25524139404297,2643451,165.09315490722656,74544000
2014-08-12,15.965999603271484,38316000,63.772857666015625,10845100,124.16905212402344,1944096,164.8631591796875,73632000
2014-08-13,16.31399917602539,98782000,64.50428771972656,9058000,124.57337188720703,1877570,165.9790802001953,69047000
2014-08-14,16.660499572753906,68408000,64.41000366210938,6676600,124.52696990966797,2018257,166.7628631591797,57371000
2014-08-15,16.681499481201172,77934000,65.58428955078125,22036700,124.19554901123047,2944281,166.72879028320312,139951000
2014-08-18,16.726499557495117,49708000,66.57142639160156,13496000,125.50788879394531,2531634,168.12583923339844,75424000
2014-08-19,16.756500244140625,34276000,66.87857055664062,10897600,125.978515625,2133945,169.00328063964844,59135000
2014-08-20,16.788999557495117,36210000,67.4557113647461,12163900,125.9983901977539,2277770,169.454833984375,72763000
2014-08-21,16.64550018310547,39422000,67.43571472167969,11746700,126.74736022949219,2611339,169.94886779785156,67791000
2014-08-22,16.579500198364258,44224000,68.4557113647461,13735400,126.20386505126953,2029554,169.68479919433594,76107000
2014-08-25,16.701000213623047,39154000,68.70428466796875,13484800,126.70094299316406,1802886,170.54518127441406,63855000
2014-08-26,17.09149932861328,73094000,68.4800033569336,10137400,127.91387176513672,3321468,170.6558837890625,47298000
2014-08-27,17.159000396728516,59232000,67.81428527832031,10394300,127.42339324951172,2290949,170.58775329589844,47874000
2014-08-28,17.000999450683594,45054000,67.88714599609375,7584500,127.2576904296875,1572766,170.4940948486328,58330000
2014-08-29,16.95199966430664,38790000,68.23428344726562,9838500,127.45653533935547,3043232,170.9796600341797,65907000
2014-09-02,17.118999481201172,46520000,68.0857162475586,8806700,126.96603393554688,2802966,170.8944549560547,72426000
2014-09-03,16.950000762939453,39874000,68.19857025146484,16219000,127.22456359863281,1906649,170.8007354736328,57462000
2014-09-04,17.297500610351562,79312000,67.52428436279297,11958800,126.3828125,2996790,170.5537109375,85236000
2014-09-05,17.319000244140625,42140000,67.95428466796875,11953200,126.72745513916016,2364169,171.32041931152344,102177000
2014-09-08,17.117000579833984,59106000,68.47571563720703,7668500,126.02493286132812,2640313,170.87741088867188,64146000
2014-09-09,16.487499237060547,92936000,68.43000030517578,19737900,125.92549896240234,2514166,169.7954864501953,88591000
2014-09-10,16.566499710083008,75948000,69.19857025146484,9104900,126.9528579711914,2891144,170.4344482421875,67251000
2014-09-11,16.525999069213867,54404000,68.7942886352539,7865200,127.0721435546875,2404231,170.63035583496094,66774400
2014-09-12,16.559499740600586,68586000,68.07856750488281,13425300,126.78047180175781,3034446,169.63369750976562,117409300
2014-09-15,16.194499969482422,80008000,65.39286041259766,20617100,127.13179779052734,2569394,169.5059051513672,76401000
2014-09-16,16.38800048828125,65198000,65.27285766601562,26838700,127.89404296875,2679329,170.78369140625,116201000
2014-09-17,16.200000762939453,82720000,64.93285369873047,12133100,127.7879638671875,3358497,171.0137176513672,151266000
2014-09-18,16.25,51538000,65.57286071777344,10630200,128.4176483154297,3099612,171.9251708984375,94990000
2014-09-19,16.56599998474121,137724000,65.36000061035156,11960900,128.5833282470703,9259192,171.7703094482422,121649000
2014-09-22,16.225000381469727,62194000,63.25428771972656,16169300,127.99342346191406,3470628,170.4437255859375,125553000
2014-09-23,16.181499481201172,47052000,63.41428756713867,11471600,127.005859375,3453683,169.46804809570312,111393000
2014-09-24,16.410499572753906,52844000,64.36571502685547,9551500,127.46317291259766,3224400,170.7946014404297,107276000
2014-09-25,16.096500396728516,58576000,63.355712890625,9839900,125.2759017944336,4342364,168.03878784179688,150300000
2014-09-26,16.160499572753906,72760000,64.10713958740234,10404800,125.97189331054688,2608619,169.3739013671875,103547000
2014-09-29,16.090999603271484,38492000,64.22285461425781,9516500,125.69346618652344,2443770,169.0657958984375,95112000
2014-09-30,16.121999740600586,52724000,64.45428466796875,12472600,125.8194580078125,3067500,168.62074279785156,131302000
2014-10-01,15.873000144958496,61782000,62.68571472167969,15416100,124.05635070800781,3894467,166.3356170654297,177798000
2014-10-02,15.920499801635742,71078000,64.2828598022461,18450600,123.88406372070312,2388123,166.3612823486328,157285000
2014-10-03,16.136999130249023,60748000,65.64856719970703,15290100,125.05059051513672,3212789,168.19281005859375,121569000
2014-10-06,16.110000610351562,45806000,66.21142578125,13709500,125.29585266113281,2196077,167.9959716796875,104778000
2014-10-07,15.848999977111816,47308000,65.17857360839844,13759200,123.08865356445312,3128900,165.4027099609375,147913000
2014-10-08,16.135000228881836,69056000,66.69428253173828,14332500,125.50788879394531,3122101,168.29547119140625,186461000
2014-10-09,15.768500328063965,71758000,65.94571685791016,14928200,123.55928802490234,2746168,164.9577178955078,210705000
2014-10-10,15.569499969482422,73638000,64.58285522460938,19110700,123.23452758789062,5324349,163.07481384277344,221909000
2014-10-13,15.322500228881836,87278000,62.6542854309082,20216700,121.63717651367188,3762148,160.39602661132812,230939000
2014-10-14,15.415499687194824,67716000,64.16000366210938,16747500,121.82275390625,4105236,160.6441650390625,215847000
2014-10-15,15.298500061035156,106878000,64.08428955078125,59927700,120.4640121459961,7213007,159.55723571777344,380715000
2014-10-16,15.142999649047852,94626000,51.67142868041992,92304800,119.1980209350586,5835216,159.42030334472656,270391000
2014-10-17,15.182000160217285,88102000,51.012855529785156,79160900,120.66283416748047,4550309,161.3031768798828,214625000
2014-10-20,15.310500144958496,64690000,51.317142486572266,33529300,112.07955932617188,24493659,162.86941528320312,130011000
2014-10-21,15.766500473022461,71186000,52.28428649902344,19365500,108.18889617919922,21913491,166.09596252441406,154949000
2014-10-22,15.648500442504883,62518000,53.521427154541016,32150300,107.23448944091797,11594701,164.91488647460938,151822000
2014-10-23,15.659000396728516,180764000,54.720001220703125,19916400,107.49298858642578,7948972,166.83201599121094,154944000
2014-10-24,14.352999687194824,396022000,55.00285720825195,14657300,107.42670440673828,6958097,168.1157684326172,117927000
2014-10-27,14.498499870300293,119012000,54.20000076293945,14944300,107.28754425048828,5218599,167.88475036621094,82954000
2014-10-28,14.779500007629395,111452000,55.174285888671875,11736900,108.43417358398438,8258484,169.81040954589844,106736000
2014-10-29,14.706000328063965,97638000,54.014286041259766,12507600,108.34139251708984,4957308,169.55364990234375,142557000
2014-10-30,14.953499794006348,81104000,54.144287109375,10593800,108.93124389648438,4075216,170.6405792236328,113330000
2014-10-31,15.27299976348877,91014000,56.11000061035156,20470100,108.96440887451172,6085628,172.5919189453125,146903000
2014-11-03,15.28600025177002,64850000,55.487144470214844,17581200,108.9378890991211,4903857,172.6860809326172,93600000
2014-11-04,15.14050006866455,68548000,54.682857513427734,11389700,107.80452728271484,4442257,172.08697509765625,93343000
2014-11-05,14.826000213623047,93490000,54.34000015258789,13645800,107.25437927246094,4293516,173.17393493652344,91709000
2014-11-06,14.831999778747559,75162000,54.75714111328125,9991800,107.74820709228516,4254710,173.8671417236328,107089000
2014-11-07,14.993000030517578,52948000,54.880001068115234,9303700,108.15530395507812,3655561,174.02976989746094,89540000
2014-11-10,15.255499839782715,56182000,55.32428741455078,9711100,109.10292053222656,5186277,174.5775146484375,66319000
2014-11-11,15.600500106811523,76072000,54.650001525878906,14838600,108.97611236572266,3696982,174.74867248535156,54499400
2014-11-12,15.575499534606934,43660000,54.83714294433594,10958500,108.0551986694336,3533597,174.56040954589844,90120300
2014-11-13,15.824000358581543,73728000,54.2014274597168,10490200,108.63578033447266,3388726,174.7572021484375,85357900
2014-11-14,16.391000747680664,177556000,55.1485710144043,10988600,109.5500259399414,5207406,174.800048828125,80417500
2014-11-17,16.15250015258789,95698000,54.448570251464844,9225300,109.5500259399414,5019649,174.9113311767578,80441000
2014-11-18,16.24650001525879,70990000,54.432857513427734,7921200,108.03515625,5658965,175.9211883544922,76068100
2014-11-19,16.32699966430664,65632000,51.871429443359375,24515400,107.72820281982422,3977520,175.63876342773438,82373000
2014-11-20,16.527000427246094,68734000,52.5914306640625,15425200,107.2010269165039,4375523,175.9468536376953,72840300
2014-11-21,16.631500244140625,89332000,51.468570709228516,17878000,107.3878402709961,4264437,176.8883514404297,142327300
2014-11-24,16.781999588012695,55084000,50.924285888671875,17864000,108.20866394042969,6923474,177.38470458984375,65880800
2014-11-25,16.75200080871582,51300000,49.855712890625,28100800,107.94845581054688,4249270,177.25634765625,79108300
2014-11-26,16.678499221801758,39672000,50.165714263916016,10063200,108.07522583007812,4148436,177.70997619628906,62167800
2014-11-28,16.93199920654297,61036000,49.512855529785156,6702500,108.2220230102539,2516153,177.33334350585938,57890100
2014-12-01,16.299999237060547,98898000,48.83000183105469,11964400,107.80162811279297,4360146,176.10093688964844,103968400
2014-12-02,16.315500259399414,55806000,50.33000183105469,14271600,108.55569458007812,3625122,177.23922729492188,74507200
2014-12-03,15.824999809265137,113620000,50.73143005371094,13819400,109.7902603149414,6724839,177.9239501953125,68952000
2014-12-04,15.846500396728516,65806000,50.08571243286133,11853800,109.47663116455078,4036932,177.72708129882812,91316600
2014-12-05,15.631500244140625,65304000,50.13142776489258,9930200,108.95610046386719,3152121,178.01806640625,91025500
2014-12-08,15.331999778747559,72784000,48.49714279174805,13621300,108.0151596069336,2982146,176.82843017578125,108588200
2014-12-09,15.625,80990000,49.111427307128906,17976700,108.76924133300781,4038815,176.70863342285156,125180100
2014-12-10,15.291999816894531,64918000,47.7599983215332,12644800,107.11424255371094,4260149,173.87570190429688,159856400
2014-12-11,15.368000030517578,65258000,47.80428695678711,11769100,107.48792266845703,4173122,174.7572021484375,159012800
2014-12-12,15.366000175476074,63070000,47.78285598754883,13521200,103.6908187866211,9007838,171.9329376220703,202330200
2014-12-15,15.303500175476074,76832000,46.720001220703125,12019000,102.142578125,6799314,170.75181579589844,189965800
2014-12-16,14.753000259399414,130026000,45.20571517944336,16947700,101.04150390625,7094600,169.3824462890625,259543800
2014-12-17,14.944000244140625,88670000,47.66428756713867,20192900,101.38848876953125,5367026,172.7031707763672,253910100
2014-12-18,14.886500358581543,154762000,47.77428436279297,15639400,105.22567749023438,7638310,176.97390747070312,257633900
2014-12-19,14.994999885559082,174182000,48.58856964111328,15047900,105.77957153320312,9272685,177.72691345214844,245084600
2014-12-22,15.32699966430664,80076000,48.09714126586914,7994000,107.73484802246094,4897895,178.54446411132812,148318900
2014-12-23,15.314499855041504,54274000,48.06142807006836,8291500,108.2687759399414,4229292,178.78546142578125,122167900
2014-12-24,15.15149974822998,30276000,48.871429443359375,5411000,107.98843383789062,1954033,178.8026123046875,42963400
2014-12-26,15.454500198364258,57876000,48.57857131958008,8847300,108.33545684814453,2000161,179.3792724609375,57326700
2014-12-29,15.60200023651123,60180000,48.84714126586914,8588300,107.11424255371094,3485063,179.62020874023438,79643900
2014-12-30,15.515000343322754,41860000,49.03285598754883,7011200,106.80730438232422,2960075,178.65635681152344,73540800
2014-12-31,15.517499923706055,40960000,48.801429748535156,8627500,107.06755065917969,4196447,176.88356018066406,130333800
2015-01-02,15.425999641418457,55664000,49.84857177734375,13475000,108.14862823486328,5779673,176.7888946533203,121465900
